event,total_clicks,buzz_calls,buzz_rate,Exposure_3k,Exposure_500m,first_time,last_time
2384,1049,61,0.05815062,1,1,2021-11-08 03:52:00,2021-11-08 04:56:00
2385,86,60,0.697674419,0,0,2021-11-08 08:33:00,2021-11-08 08:44:00
2386,329,23,0.069908815,0,0,2021-11-08 15:59:00,2021-11-08 16:28:00
2387,37,24,0.648648649,1,0,2021-11-08 16:48:00,2021-11-08 17:06:00
2388,841,119,0.141498216,1,0,2021-11-08 18:03:00,2021-11-08 18:43:00
2389,338,10,0.029585799,0,0,2021-11-08 21:26:00,2021-11-08 22:09:00
2390,1010,177,0.175247525,0,0,2021-11-08 22:48:00,2021-11-08 23:42:00
2391,396,21,0.053030303,0,0,2021-11-09 00:18:00,2021-11-09 01:50:00
2392,412,7,0.016990291,1,0,2021-11-09 02:01:00,2021-11-09 02:23:00
2393,5596,816,0.145818442,1,1,2021-11-09 02:39:00,2021-11-09 06:09:00
2394,3872,181,0.046745868,1,1,2021-11-09 14:28:00,2021-11-09 17:20:00
2395,2872,597,0.207869081,1,1,2021-11-09 17:32:00,2021-11-09 19:48:00
2396,307,25,0.081433225,0,0,2021-11-09 20:56:00,2021-11-09 21:29:00
2397,2088,211,0.10105364,1,0,2021-11-09 22:57:00,2021-11-10 02:32:00
2398,1216,174,0.143092105,1,0,2021-11-10 03:24:00,2021-11-10 04:11:00
2399,1447,23,0.015894955,0,0,2021-11-10 04:29:00,2021-11-10 06:22:00
2400,465,150,0.322580645,0,0,2021-11-10 15:22:00,2021-11-10 15:34:00
2401,1479,72,0.048681542,1,0,2021-11-10 17:57:00,2021-11-10 19:27:00
2402,434,22,0.050691244,0,0,2021-11-10 19:42:00,2021-11-10 20:14:00
2403,34927,1447,0.041429267,1,1,2021-11-10 20:48:00,2021-11-11 00:02:00
2404,1434,39,0.027196653,0,0,2021-11-11 00:26:00,2021-11-11 02:26:00
2405,538,21,0.039033457,1,0,2021-11-11 02:42:00,2021-11-11 03:08:00
2406,972,46,0.047325103,1,0,2021-11-11 16:20:00,2021-11-11 18:05:00
2407,242,11,0.045454545,0,0,2021-11-11 20:41:00,2021-11-11 20:53:00
2408,947,17,0.017951426,1,1,2021-11-11 21:29:00,2021-11-11 22:45:00
2409,339,20,0.05899705,0,0,2021-11-11 23:58:00,2021-11-12 01:06:00
2410,1536,83,0.054036458,0,0,2021-11-12 01:19:00,2021-11-12 03:46:00
2411,131,7,0.053435115,0,0,2021-11-12 03:58:00,2021-11-12 04:23:00
2412,203,16,0.078817734,0,0,2021-11-12 11:27:00,2021-11-12 12:05:00
2413,238,23,0.096638655,1,1,2021-11-12 16:23:00,2021-11-12 16:42:00
2414,3273,394,0.120378857,1,1,2021-11-12 16:58:00,2021-11-12 19:48:00
2415,1732,122,0.070438799,0,0,2021-11-12 20:08:00,2021-11-12 22:44:00
2416,802,132,0.164588529,0,0,2021-11-12 23:58:00,2021-11-13 00:20:00
2417,581,43,0.074010327,0,0,2021-11-13 16:52:00,2021-11-13 17:55:00
2418,442,19,0.042986425,1,1,2021-11-13 18:45:00,2021-11-13 19:42:00
2419,10150,1442,0.142068966,1,1,2021-11-13 20:22:00,2021-11-14 01:13:00
2420,1336,243,0.181886228,0,0,2021-11-14 01:26:00,2021-11-14 02:45:00
2421,204,24,0.117647059,0,0,2021-11-14 03:35:00,2021-11-14 03:45:00
2422,867,27,0.031141869,1,1,2021-11-14 03:56:00,2021-11-14 05:15:00
2423,493,42,0.085192698,1,0,2021-11-14 16:39:00,2021-11-14 16:58:00
2424,145,27,0.186206897,0,0,2021-11-14 18:17:00,2021-11-14 18:30:00
2425,1504,57,0.037898936,0,0,2021-11-14 19:12:00,2021-11-14 21:25:00
2426,1045,42,0.040191388,1,0,2021-11-14 21:49:00,2021-11-14 22:39:00
2427,186,7,0.037634409,0,0,2021-11-15 00:53:00,2021-11-15 00:59:00
2428,105,10,0.095238095,1,0,2021-11-15 05:25:00,2021-11-15 05:27:00
2429,435,110,0.252873563,1,0,2021-11-15 05:46:00,2021-11-15 05:53:00
2430,276,20,0.072463768,0,0,2021-11-15 16:52:00,2021-11-15 17:10:00
2431,74,9,0.121621622,0,0,2021-11-15 17:32:00,2021-11-15 17:36:00
2432,694,204,0.293948127,0,0,2021-11-15 19:49:00,2021-11-15 20:10:00
2433,337,76,0.225519288,0,0,2021-11-15 20:27:00,2021-11-15 21:38:00
2434,3825,494,0.129150327,1,1,2021-11-15 23:22:00,2021-11-16 02:53:00
2435,895,50,0.055865922,0,0,2021-11-16 03:41:00,2021-11-16 04:09:00
2436,58,11,0.189655172,0,0,2021-11-16 06:46:00,2021-11-16 06:50:00
2437,417,18,0.043165468,1,0,2021-11-16 07:20:00,2021-11-16 07:43:00
2438,72,9,0.125,1,0,2021-11-16 10:58:00,2021-11-16 11:05:00
2439,1745,183,0.10487106,0,0,2021-11-16 13:39:00,2021-11-16 14:28:00
2440,1420,92,0.064788732,1,1,2021-11-16 14:55:00,2021-11-16 17:38:00
2441,734,21,0.028610354,1,1,2021-11-16 17:49:00,2021-11-16 18:19:00
2442,2552,75,0.029388715,1,1,2021-11-16 18:41:00,2021-11-16 23:02:00
2443,242,14,0.05785124,1,0,2021-11-16 23:18:00,2021-11-16 23:41:00
2444,289,11,0.038062284,0,0,2021-11-17 00:00:00,2021-11-17 00:15:00
2445,2526,185,0.073238321,0,0,2021-11-17 00:27:00,2021-11-17 02:32:00
2446,1341,49,0.036539896,0,0,2021-11-17 02:43:00,2021-11-17 03:44:00
2447,681,82,0.12041116,0,0,2021-11-17 04:25:00,2021-11-17 05:21:00
2448,616,15,0.024350649,1,0,2021-11-17 06:04:00,2021-11-17 06:33:00
2449,213,56,0.262910798,0,0,2021-11-17 14:51:00,2021-11-17 15:05:00
2450,395,12,0.030379747,0,0,2021-11-17 15:56:00,2021-11-17 16:16:00
2451,4744,563,0.118676223,1,1,2021-11-17 16:27:00,2021-11-17 21:33:00
2452,4314,1029,0.23852573,1,1,2021-11-17 21:47:00,2021-11-18 00:05:00
2453,3046,404,0.132632961,1,1,2021-11-18 01:10:00,2021-11-18 03:43:00
2454,3838,254,0.066180302,1,1,2021-11-18 03:54:00,2021-11-18 06:21:00
2455,1547,74,0.047834518,1,0,2021-11-18 07:24:00,2021-11-18 08:34:00
2456,621,22,0.035426731,1,0,2021-11-18 12:45:00,2021-11-18 13:57:00
2457,2159,203,0.094025012,1,1,2021-11-18 15:43:00,2021-11-18 17:35:00
2458,6325,1191,0.188300395,1,1,2021-11-18 17:45:00,2021-11-18 20:32:00
2459,455,129,0.283516484,1,0,2021-11-18 21:19:00,2021-11-18 21:46:00
2460,515,272,0.52815534,0,0,2021-11-18 21:58:00,2021-11-18 22:20:00
2461,384,317,0.825520833,0,0,2021-11-19 00:57:00,2021-11-19 01:03:00
2462,663,46,0.069381599,0,0,2021-11-19 04:37:00,2021-11-19 06:19:00
2463,226,8,0.03539823,0,0,2021-11-19 09:00:00,2021-11-19 10:39:00
2464,274,15,0.054744526,0,0,2021-11-19 19:02:00,2021-11-19 19:13:00
2465,1331,195,0.146506386,0,0,2021-11-20 11:33:00,2021-11-20 13:49:00
2466,4881,1059,0.216963737,1,1,2021-11-20 15:15:00,2021-11-20 17:22:00
2467,811,210,0.258939581,0,0,2021-11-20 18:27:00,2021-11-20 18:57:00
2468,6593,1013,0.153647808,1,1,2021-11-20 19:23:00,2021-11-20 22:26:00
2469,453,58,0.12803532,0,0,2021-11-20 22:58:00,2021-11-20 23:30:00
2470,220,41,0.186363636,0,0,2021-11-20 23:57:00,2021-11-21 01:13:00
2471,3908,577,0.147645855,0,0,2021-11-21 01:24:00,2021-11-21 03:32:00
2472,126,7,0.055555556,0,0,2021-11-21 03:44:00,2021-11-21 04:31:00
2473,1306,495,0.379019908,0,0,2021-11-21 04:44:00,2021-11-21 05:17:00
2474,265,35,0.132075472,1,1,2021-11-21 06:28:00,2021-11-21 07:06:00
2475,1086,745,0.686003683,0,0,2021-11-21 10:25:00,2021-11-21 10:57:00
2476,326,63,0.193251534,0,0,2021-11-21 13:39:00,2021-11-21 13:41:00
2477,16168,1385,0.085663038,1,1,2021-11-21 16:43:00,2021-11-22 07:17:00
2478,12684,1112,0.087669505,1,1,2021-11-22 12:17:00,2021-11-22 22:36:00
2479,12297,1444,0.117427015,1,0,2021-11-22 23:24:00,2021-11-23 06:45:00
2480,1191,27,0.022670025,1,1,2021-11-23 10:21:00,2021-11-23 13:04:00
2481,868,126,0.14516129,1,0,2021-11-23 14:39:00,2021-11-23 14:55:00
2482,2105,339,0.161045131,1,1,2021-11-23 15:17:00,2021-11-23 17:11:00
2483,1503,50,0.0332668,0,0,2021-11-23 17:22:00,2021-11-23 18:39:00
2484,179,33,0.184357542,0,0,2021-11-23 19:59:00,2021-11-23 20:03:00
2485,695,56,0.08057554,0,0,2021-11-23 22:42:00,2021-11-23 23:28:00
2486,1459,97,0.066483893,0,0,2021-11-23 23:44:00,2021-11-24 01:26:00
2487,676,268,0.396449704,0,0,2021-11-24 01:40:00,2021-11-24 02:14:00
2488,2064,529,0.25629845,1,0,2021-11-24 02:29:00,2021-11-24 04:20:00
2489,2133,382,0.179090483,0,0,2021-11-24 04:32:00,2021-11-24 06:36:00
2490,105,21,0.2,1,1,2021-11-24 11:44:00,2021-11-24 12:07:00
2491,176,8,0.045454545,1,0,2021-11-24 13:17:00,2021-11-24 13:43:00
2492,64,9,0.140625,0,0,2021-11-24 15:24:00,2021-11-24 15:38:00
2493,1539,33,0.021442495,0,0,2021-11-24 18:26:00,2021-11-24 20:41:00
2494,3503,210,0.059948615,0,0,2021-11-24 20:52:00,2021-11-25 00:10:00
2495,2429,134,0.055166735,1,1,2021-11-25 00:20:00,2021-11-25 03:48:00
2496,232,9,0.038793103,1,0,2021-11-25 15:31:00,2021-11-25 16:22:00
2497,3686,281,0.0762344,1,1,2021-11-25 19:34:00,2021-11-25 21:58:00
2498,372,28,0.075268817,0,0,2021-11-26 13:29:00,2021-11-26 13:31:00
2499,1236,176,0.142394822,0,0,2021-11-26 15:42:00,2021-11-26 17:34:00
2500,346,42,0.121387283,0,0,2021-11-26 20:39:00,2021-11-26 21:08:00
2501,279,64,0.229390681,0,0,2021-11-26 22:45:00,2021-11-26 23:04:00
2502,173,21,0.121387283,0,0,2021-11-27 01:59:00,2021-11-27 02:17:00
2503,211,19,0.090047393,0,0,2021-11-27 04:00:00,2021-11-27 04:17:00
2504,597,36,0.060301508,0,0,2021-11-27 06:38:00,2021-11-27 06:44:00
2505,199,20,0.100502513,0,0,2021-11-27 07:29:00,2021-11-27 07:34:00
2506,140,22,0.157142857,0,0,2021-11-27 13:42:00,2021-11-27 13:45:00
2507,402,32,0.07960199,0,0,2021-11-27 16:14:00,2021-11-27 16:47:00
2508,1258,32,0.025437202,0,0,2021-11-27 18:10:00,2021-11-27 19:49:00
2509,216,25,0.115740741,1,0,2021-11-27 20:33:00,2021-11-27 21:12:00
2510,746,267,0.357908847,0,0,2021-11-27 21:24:00,2021-11-27 21:58:00
2511,226,29,0.128318584,0,0,2021-11-28 00:15:00,2021-11-28 00:41:00
2512,868,126,0.14516129,0,0,2021-11-28 00:53:00,2021-11-28 01:19:00
2513,503,80,0.159045726,0,0,2021-11-28 01:59:00,2021-11-28 02:23:00
2514,740,162,0.218918919,0,0,2021-11-28 02:45:00,2021-11-28 03:47:00
2515,1213,163,0.134377576,0,0,2021-11-28 04:27:00,2021-11-28 06:58:00
2516,907,36,0.03969129,1,1,2021-11-28 16:47:00,2021-11-28 17:34:00
2517,1916,202,0.105427975,0,0,2021-11-28 17:47:00,2021-11-28 19:37:00
2518,1747,150,0.085861477,0,0,2021-11-28 20:49:00,2021-11-28 21:55:00
2519,871,155,0.177956372,0,0,2021-11-28 22:07:00,2021-11-28 22:57:00
2520,2289,488,0.213193534,0,0,2021-11-28 23:19:00,2021-11-29 00:26:00
2521,1234,148,0.11993517,0,0,2021-11-29 01:27:00,2021-11-29 02:56:00
2522,245,9,0.036734694,1,1,2021-11-29 03:25:00,2021-11-29 04:05:00
2523,260,28,0.107692308,0,0,2021-11-29 16:09:00,2021-11-29 16:14:00
2524,206,7,0.033980583,1,0,2021-11-29 16:34:00,2021-11-29 16:44:00
2525,55,12,0.218181818,1,0,2021-11-29 21:37:00,2021-11-29 21:47:00
2526,270,16,0.059259259,0,0,2021-11-29 22:30:00,2021-11-29 22:33:00
2527,520,11,0.021153846,0,0,2021-11-29 23:50:00,2021-11-30 00:20:00
2528,485,9,0.018556701,0,0,2021-11-30 02:39:00,2021-11-30 03:14:00
2529,121,10,0.082644628,1,0,2021-11-30 06:37:00,2021-11-30 06:44:00
2530,169,11,0.065088757,0,0,2021-11-30 15:18:00,2021-11-30 15:33:00
2531,1439,253,0.175816539,0,0,2021-11-30 23:11:00,2021-12-01 01:23:00
2532,252,20,0.079365079,0,0,2021-12-01 01:40:00,2021-12-01 02:15:00
2533,709,18,0.02538787,0,0,2021-12-01 15:51:00,2021-12-01 17:05:00
2534,159,8,0.050314465,0,0,2021-12-02 07:46:00,2021-12-02 07:51:00
2535,488,112,0.229508197,0,0,2021-12-02 17:16:00,2021-12-02 17:44:00
2536,1006,54,0.053677932,0,0,2021-12-02 19:49:00,2021-12-02 20:17:00
2537,287,16,0.055749129,0,0,2021-12-02 20:28:00,2021-12-02 20:48:00
2538,486,105,0.216049383,0,0,2021-12-02 22:54:00,2021-12-02 23:21:00
2539,90,48,0.533333333,0,0,2021-12-03 01:58:00,2021-12-03 02:00:00
2540,199,10,0.050251256,0,0,2021-12-03 02:22:00,2021-12-03 02:33:00
2541,821,80,0.097442144,1,0,2021-12-03 04:43:00,2021-12-03 05:16:00
2542,397,17,0.042821159,1,0,2021-12-03 13:57:00,2021-12-03 14:12:00
2543,1190,77,0.064705882,1,1,2021-12-03 16:02:00,2021-12-03 17:03:00
2544,204,8,0.039215686,0,0,2021-12-03 17:26:00,2021-12-03 17:55:00
2545,140,57,0.407142857,0,0,2021-12-03 18:18:00,2021-12-03 18:24:00
2546,829,125,0.150784077,0,0,2021-12-03 18:36:00,2021-12-03 19:28:00
2547,5839,318,0.05446138,1,1,2021-12-03 19:39:00,2021-12-03 23:27:00
2548,271,8,0.029520295,0,0,2021-12-03 23:49:00,2021-12-04 00:05:00
2549,1730,55,0.031791908,1,0,2021-12-04 00:17:00,2021-12-04 02:52:00
2550,2106,56,0.026590693,1,1,2021-12-04 03:32:00,2021-12-04 06:39:00
2551,75,7,0.093333333,0,0,2021-12-04 18:01:00,2021-12-04 18:08:00
2552,349,16,0.045845272,0,0,2021-12-04 20:07:00,2021-12-04 20:37:00
2553,866,103,0.118937644,0,0,2021-12-04 21:53:00,2021-12-04 22:53:00
2554,140,18,0.128571429,0,0,2021-12-05 03:28:00,2021-12-05 03:42:00
2555,124,8,0.064516129,0,0,2021-12-05 03:54:00,2021-12-05 04:01:00
2556,28,7,0.25,0,0,2021-12-07 21:31:00,2021-12-07 21:33:00
2557,166,9,0.054216867,0,0,2021-12-08 03:34:00,2021-12-08 03:43:00
2558,833,54,0.06482593,1,0,2021-12-10 17:21:00,2021-12-10 17:48:00
2559,126,19,0.150793651,0,0,2021-12-10 19:17:00,2021-12-10 19:38:00
2560,554,15,0.027075812,0,0,2021-12-10 21:03:00,2021-12-10 21:51:00
2561,219,51,0.232876712,0,0,2021-12-10 22:22:00,2021-12-10 22:32:00
2562,957,149,0.15569488,0,0,2021-12-10 23:37:00,2021-12-10 23:53:00
2563,389,41,0.105398458,0,0,2021-12-11 01:19:00,2021-12-11 01:59:00
2564,224,30,0.133928571,0,0,2021-12-11 06:28:00,2021-12-11 06:43:00
2565,2031,100,0.049236829,0,0,2021-12-11 15:59:00,2021-12-11 17:24:00
2566,1365,77,0.056410256,0,0,2021-12-11 17:49:00,2021-12-11 19:19:00
2567,1617,66,0.040816327,1,1,2021-12-11 21:08:00,2021-12-12 00:41:00
2568,961,30,0.031217482,1,1,2021-12-12 01:08:00,2021-12-12 03:04:00
2569,1121,122,0.108831401,1,1,2021-12-12 04:24:00,2021-12-12 05:17:00
2570,451,202,0.44789357,0,0,2021-12-12 05:37:00,2021-12-12 06:04:00
2571,297,14,0.047138047,0,0,2021-12-12 17:33:00,2021-12-12 18:12:00
2572,676,42,0.062130178,1,0,2021-12-12 19:12:00,2021-12-12 20:13:00
2573,960,234,0.24375,0,0,2021-12-12 20:25:00,2021-12-12 20:47:00
2574,726,49,0.067493113,0,0,2021-12-12 21:10:00,2021-12-12 21:41:00
2575,75,8,0.106666667,0,0,2021-12-12 21:58:00,2021-12-12 22:03:00
2576,2462,244,0.099106418,0,0,2021-12-12 23:41:00,2021-12-13 03:46:00
2577,434,212,0.488479263,0,0,2021-12-13 05:13:00,2021-12-13 05:45:00
2578,426,37,0.08685446,1,0,2021-12-13 11:37:00,2021-12-13 11:47:00
2579,2196,328,0.149362477,1,0,2021-12-13 17:09:00,2021-12-13 18:42:00
2580,528,103,0.195075758,1,1,2021-12-13 18:59:00,2021-12-13 19:30:00
2581,354,18,0.050847458,1,0,2021-12-13 19:42:00,2021-12-13 20:28:00
2582,1165,103,0.088412017,0,0,2021-12-13 20:46:00,2021-12-13 21:38:00
2583,156,15,0.096153846,0,0,2021-12-13 22:53:00,2021-12-13 23:05:00
2584,2986,75,0.025117214,1,0,2021-12-14 00:46:00,2021-12-14 03:53:00
2585,2580,337,0.130620155,0,0,2021-12-14 04:23:00,2021-12-14 06:18:00
2586,547,89,0.162705667,1,1,2021-12-15 15:28:00,2021-12-15 15:55:00
2587,560,125,0.223214286,1,1,2021-12-15 18:20:00,2021-12-15 18:34:00
2588,200,13,0.065,0,0,2021-12-17 01:59:00,2021-12-17 02:06:00
2589,86,12,0.139534884,0,0,2021-12-17 11:21:00,2021-12-17 11:26:00
2590,352,7,0.019886364,0,0,2021-12-17 19:30:00,2021-12-17 20:58:00
2591,234,25,0.106837607,0,0,2021-12-18 00:10:00,2021-12-18 00:24:00
2592,234,20,0.085470085,1,0,2021-12-18 02:47:00,2021-12-18 02:52:00
2593,3775,187,0.049536424,1,1,2021-12-18 03:18:00,2021-12-18 06:49:00
2594,196,38,0.193877551,0,0,2021-12-18 16:02:00,2021-12-18 16:24:00
2595,132,8,0.060606061,1,0,2021-12-18 18:17:00,2021-12-18 18:44:00
2596,43,17,0.395348837,1,0,2021-12-18 20:10:00,2021-12-18 20:34:00
2597,64,39,0.609375,0,0,2021-12-18 21:30:00,2021-12-18 21:39:00
2598,211,19,0.090047393,0,0,2021-12-19 05:58:00,2021-12-19 06:28:00
2599,1621,96,0.059222702,0,0,2021-12-19 18:38:00,2021-12-19 20:59:00
2600,456,14,0.030701754,0,0,2021-12-19 21:44:00,2021-12-19 23:12:00
2601,645,42,0.065116279,1,1,2021-12-20 04:03:00,2021-12-20 04:45:00
2602,225,10,0.044444444,0,0,2021-12-20 05:51:00,2021-12-20 06:05:00
2603,136,20,0.147058824,0,0,2021-12-20 12:25:00,2021-12-20 12:28:00
2604,79,23,0.291139241,0,0,2021-12-20 16:13:00,2021-12-20 16:15:00
2605,135,8,0.059259259,0,0,2021-12-20 18:50:00,2021-12-20 19:25:00
2606,239,9,0.037656904,1,0,2021-12-20 22:12:00,2021-12-20 22:28:00
2607,120,7,0.058333333,0,0,2021-12-20 23:01:00,2021-12-20 23:06:00
2608,253,7,0.027667984,0,0,2021-12-21 05:01:00,2021-12-21 06:10:00
2609,80,8,0.1,0,0,2021-12-21 06:35:00,2021-12-21 06:38:00
2610,248,9,0.036290323,0,0,2021-12-21 07:55:00,2021-12-21 07:58:00
2611,394,15,0.038071066,0,0,2021-12-21 17:04:00,2021-12-21 17:29:00
2612,1025,31,0.030243902,1,0,2021-12-22 02:39:00,2021-12-22 03:02:00
2613,407,8,0.01965602,1,0,2021-12-22 04:09:00,2021-12-22 05:09:00
2614,309,27,0.087378641,1,1,2021-12-22 06:23:00,2021-12-22 06:55:00
2615,188,11,0.058510638,0,0,2021-12-22 08:35:00,2021-12-22 09:17:00
2616,685,46,0.067153285,1,1,2021-12-22 15:24:00,2021-12-22 16:17:00
2617,13961,1099,0.078719289,0,0,2021-12-22 16:29:00,2021-12-23 01:16:00
2618,546,11,0.02014652,1,1,2021-12-23 01:29:00,2021-12-23 02:50:00
2619,476,22,0.046218487,0,0,2021-12-23 03:05:00,2021-12-23 03:35:00
2620,411,12,0.02919708,0,0,2021-12-23 05:33:00,2021-12-23 06:03:00
2621,1096,36,0.032846715,0,0,2021-12-23 15:17:00,2021-12-23 16:09:00
2622,500,17,0.034,0,0,2021-12-23 17:11:00,2021-12-23 17:24:00
2623,128,8,0.0625,0,0,2021-12-23 19:00:00,2021-12-23 19:03:00
2624,464,11,0.023706897,0,0,2021-12-23 19:14:00,2021-12-23 20:15:00
2625,4806,272,0.056595922,1,1,2021-12-23 21:06:00,2021-12-24 00:07:00
2626,658,68,0.103343465,0,0,2021-12-24 01:01:00,2021-12-24 02:25:00
2627,234,9,0.038461538,0,0,2021-12-24 02:57:00,2021-12-24 03:32:00
2628,64,10,0.15625,0,0,2021-12-24 07:03:00,2021-12-24 07:10:00
2629,271,9,0.033210332,0,0,2021-12-24 08:41:00,2021-12-24 09:04:00
2630,495,355,0.717171717,0,0,2021-12-24 09:27:00,2021-12-24 09:54:00
2631,11698,1593,0.136177124,1,1,2021-12-24 17:54:00,2021-12-24 20:13:00
2632,276,11,0.039855072,0,0,2021-12-24 20:30:00,2021-12-24 20:58:00
2633,311,16,0.051446945,0,0,2021-12-24 21:12:00,2021-12-24 21:17:00
2634,1076,27,0.025092937,0,0,2021-12-25 16:08:00,2021-12-25 16:46:00
2635,516,68,0.131782946,0,0,2021-12-25 19:31:00,2021-12-25 20:37:00
2636,771,42,0.054474708,1,0,2021-12-25 23:34:00,2021-12-26 01:50:00
2637,422,94,0.222748815,0,0,2021-12-26 02:45:00,2021-12-26 02:50:00
2638,3872,673,0.173811983,1,1,2021-12-26 17:57:00,2021-12-26 19:50:00
2639,1023,389,0.380254154,0,0,2021-12-26 21:59:00,2021-12-26 22:22:00
2640,1411,277,0.19631467,1,1,2021-12-26 22:39:00,2021-12-27 00:10:00
2641,545,44,0.080733945,0,0,2021-12-27 02:53:00,2021-12-27 03:25:00
2642,1716,190,0.110722611,0,0,2021-12-27 03:57:00,2021-12-27 05:17:00
2643,47,7,0.14893617,0,0,2021-12-27 15:25:00,2021-12-27 15:27:00
2644,430,11,0.025581395,0,0,2021-12-28 17:03:00,2021-12-28 17:50:00
2645,394,36,0.091370558,0,0,2021-12-28 18:02:00,2021-12-28 18:53:00
2646,571,45,0.078809107,0,0,2021-12-28 21:01:00,2021-12-28 21:40:00
2647,390,308,0.78974359,0,0,2021-12-29 09:26:00,2021-12-29 09:43:00
2648,726,37,0.050964187,1,1,2021-12-29 18:31:00,2021-12-29 19:31:00
2649,950,150,0.157894737,0,0,2021-12-29 22:13:00,2021-12-29 23:00:00
2650,2390,197,0.082426778,0,0,2021-12-29 23:35:00,2021-12-30 00:35:00
2651,506,50,0.098814229,0,0,2021-12-30 01:30:00,2021-12-30 02:15:00
2652,546,12,0.021978022,1,0,2021-12-30 08:30:00,2021-12-30 09:18:00
2653,379,53,0.139841689,1,1,2021-12-30 10:37:00,2021-12-30 10:42:00
2654,119,29,0.243697479,0,0,2021-12-30 18:26:00,2021-12-30 18:33:00
2655,232,7,0.030172414,0,0,2021-12-30 19:12:00,2021-12-30 19:17:00
2656,122,11,0.090163934,0,0,2021-12-30 22:15:00,2021-12-30 22:46:00
2657,681,13,0.019089574,0,0,2021-12-31 00:38:00,2021-12-31 01:11:00
2658,304,11,0.036184211,0,0,2021-12-31 04:05:00,2021-12-31 04:27:00
2659,340,11,0.032352941,0,0,2021-12-31 05:05:00,2021-12-31 05:18:00
2660,1034,41,0.039651838,1,1,2021-12-31 17:11:00,2021-12-31 18:33:00
