event,total_clicks,buzz_calls,buzz_rate,Exposure_3k,Exposure_500m,first_time,last_time
1725,1055,87,0.082464455,1,0,2021-05-07 01:27:00,2021-05-07 02:45:00
1726,181,12,0.066298343,1,0,2021-05-07 04:53:00,2021-05-07 05:14:00
1727,825,45,0.054545455,0,0,2021-05-07 21:11:00,2021-05-07 22:51:00
1728,159,7,0.044025157,1,0,2021-05-08 01:20:00,2021-05-08 01:44:00
1729,414,9,0.02173913,0,0,2021-05-08 20:35:00,2021-05-08 22:06:00
1730,153,9,0.058823529,0,0,2021-05-08 23:17:00,2021-05-08 23:26:00
1731,215,90,0.418604651,0,0,2021-05-09 01:35:00,2021-05-09 01:55:00
1732,434,27,0.062211982,1,1,2021-05-09 02:09:00,2021-05-09 02:56:00
1733,825,22,0.026666667,1,1,2021-05-09 12:38:00,2021-05-09 13:51:00
1734,864,248,0.287037037,0,0,2021-05-09 14:19:00,2021-05-09 14:27:00
1735,313,16,0.051118211,0,0,2021-05-09 18:10:00,2021-05-09 18:46:00
1736,1428,349,0.244397759,0,0,2021-05-09 19:24:00,2021-05-09 21:07:00
1737,184,20,0.108695652,0,0,2021-05-10 02:01:00,2021-05-10 02:26:00
1738,212,26,0.122641509,0,0,2021-05-10 16:49:00,2021-05-10 16:55:00
1739,388,17,0.043814433,1,1,2021-05-10 18:03:00,2021-05-10 18:06:00
1740,4936,690,0.139789303,1,1,2021-05-10 19:57:00,2021-05-10 22:20:00
1741,547,55,0.100548446,1,0,2021-05-10 23:35:00,2021-05-11 00:08:00
1742,279,14,0.050179211,0,0,2021-05-11 01:01:00,2021-05-11 01:13:00
1743,3405,91,0.026725404,1,1,2021-05-11 02:41:00,2021-05-11 05:05:00
1744,221,8,0.036199095,0,0,2021-05-11 05:24:00,2021-05-11 06:21:00
1745,136,7,0.051470588,1,0,2021-05-11 07:11:00,2021-05-11 07:27:00
1746,383,31,0.080939948,1,1,2021-05-11 17:40:00,2021-05-11 18:06:00
1747,294,9,0.030612245,0,0,2021-05-11 18:22:00,2021-05-11 18:59:00
1748,872,66,0.075688073,1,1,2021-05-11 20:01:00,2021-05-11 20:26:00
1749,8110,727,0.089642417,0,0,2021-05-11 20:36:00,2021-05-12 00:13:00
1750,485,48,0.098969072,0,0,2021-05-12 00:24:00,2021-05-12 01:01:00
1751,1908,135,0.070754717,0,0,2021-05-12 01:54:00,2021-05-12 03:01:00
1752,1041,19,0.018251681,1,1,2021-05-12 09:44:00,2021-05-12 10:51:00
1753,671,13,0.019374069,1,1,2021-05-12 11:08:00,2021-05-12 11:41:00
1754,341,13,0.038123167,1,1,2021-05-12 11:52:00,2021-05-12 12:19:00
1755,186,48,0.258064516,1,0,2021-05-12 15:07:00,2021-05-12 15:08:00
1756,16817,2001,0.11898674,1,1,2021-05-12 18:55:00,2021-05-13 02:48:00
1757,2593,142,0.054762823,0,0,2021-05-13 03:31:00,2021-05-13 04:39:00
1758,882,43,0.048752834,1,1,2021-05-13 08:21:00,2021-05-13 08:53:00
1759,3461,47,0.01357989,1,1,2021-05-13 09:12:00,2021-05-13 11:29:00
1760,159,21,0.132075472,1,0,2021-05-13 12:51:00,2021-05-13 13:01:00
1761,134,10,0.074626866,1,0,2021-05-13 14:04:00,2021-05-13 14:13:00
1762,862,162,0.187935035,0,0,2021-05-13 19:48:00,2021-05-13 20:54:00
1763,333,12,0.036036036,1,1,2021-05-13 22:16:00,2021-05-13 22:37:00
1764,1114,41,0.036804309,1,1,2021-05-14 05:11:00,2021-05-14 06:51:00
1765,3185,103,0.032339089,1,1,2021-05-14 07:59:00,2021-05-14 10:14:00
1766,404,139,0.344059406,1,0,2021-05-14 13:24:00,2021-05-14 13:25:00
1767,2774,482,0.173756309,1,1,2021-05-14 14:33:00,2021-05-14 14:43:00
1768,375,23,0.061333333,0,0,2021-05-14 18:15:00,2021-05-14 18:16:00
1769,316,27,0.085443038,1,0,2021-05-14 20:06:00,2021-05-14 21:16:00
1770,2656,233,0.087725904,1,0,2021-05-14 22:12:00,2021-05-15 00:09:00
1771,1584,114,0.071969697,1,0,2021-05-15 00:53:00,2021-05-15 02:40:00
1772,1650,100,0.060606061,1,0,2021-05-15 03:15:00,2021-05-15 05:33:00
1773,304,7,0.023026316,1,0,2021-05-15 06:22:00,2021-05-15 06:57:00
1774,395,13,0.032911392,1,1,2021-05-15 07:07:00,2021-05-15 07:56:00
1775,899,7,0.007786429,1,1,2021-05-15 09:04:00,2021-05-15 10:09:00
1776,1589,255,0.160478288,1,1,2021-05-15 11:38:00,2021-05-15 12:04:00
1777,3277,119,0.036313702,1,0,2021-05-15 18:42:00,2021-05-15 20:13:00
1778,646,19,0.029411765,1,0,2021-05-15 20:47:00,2021-05-15 22:08:00
1779,1503,544,0.361942781,1,0,2021-05-15 22:25:00,2021-05-15 23:37:00
1780,3493,820,0.234755225,1,0,2021-05-15 23:49:00,2021-05-16 01:16:00
1781,1571,233,0.148313176,1,1,2021-05-16 01:34:00,2021-05-16 03:10:00
1782,938,51,0.054371002,0,0,2021-05-16 03:21:00,2021-05-16 03:43:00
1783,916,24,0.026200873,1,0,2021-05-16 03:55:00,2021-05-16 04:30:00
1784,1367,55,0.040234089,1,0,2021-05-16 05:52:00,2021-05-16 07:17:00
1785,952,51,0.053571429,1,1,2021-05-16 07:32:00,2021-05-16 08:19:00
1786,179,14,0.078212291,1,0,2021-05-16 08:33:00,2021-05-16 09:07:00
1787,1875,75,0.04,0,0,2021-05-16 17:58:00,2021-05-16 19:27:00
1788,2859,128,0.044770899,1,0,2021-05-16 20:17:00,2021-05-16 21:16:00
1789,186,11,0.059139785,0,0,2021-05-16 22:35:00,2021-05-16 22:55:00
1790,596,17,0.02852349,0,0,2021-05-16 23:20:00,2021-05-17 00:19:00
1791,558,46,0.082437276,1,0,2021-05-17 01:16:00,2021-05-17 01:36:00
1792,718,35,0.048746518,0,0,2021-05-17 19:41:00,2021-05-17 20:21:00
1793,18382,4095,0.222772277,1,0,2021-05-17 20:32:00,2021-05-18 02:50:00
1794,1524,104,0.06824147,1,0,2021-05-18 03:04:00,2021-05-18 05:46:00
1795,3335,1591,0.477061469,0,0,2021-05-18 09:10:00,2021-05-18 09:15:00
1796,151,9,0.059602649,0,0,2021-05-18 18:26:00,2021-05-18 18:32:00
1797,226,19,0.084070796,0,0,2021-05-18 20:04:00,2021-05-18 20:38:00
1798,1574,86,0.054637865,0,0,2021-05-18 20:50:00,2021-05-18 21:49:00
1799,7602,1411,0.18560905,1,0,2021-05-18 22:00:00,2021-05-19 01:32:00
1800,5875,282,0.048,1,1,2021-05-19 01:43:00,2021-05-19 06:42:00
1801,2109,58,0.027501185,1,1,2021-05-19 08:17:00,2021-05-19 09:14:00
1802,323,10,0.030959752,1,0,2021-05-19 18:00:00,2021-05-19 18:46:00
1803,4424,344,0.077757685,1,1,2021-05-19 20:32:00,2021-05-19 22:57:00
1804,25852,5161,0.199636392,1,1,2021-05-19 23:11:00,2021-05-20 06:56:00
1805,329,9,0.027355623,1,1,2021-05-20 08:34:00,2021-05-20 09:25:00
1806,784,57,0.072704082,1,1,2021-05-20 15:01:00,2021-05-20 15:03:00
1807,5150,606,0.117669903,1,0,2021-05-20 17:24:00,2021-05-20 19:30:00
1808,6538,405,0.061945549,1,1,2021-05-20 19:45:00,2021-05-20 23:04:00
1809,3062,223,0.072828217,1,0,2021-05-20 23:16:00,2021-05-21 00:10:00
1810,458,16,0.034934498,1,0,2021-05-21 00:28:00,2021-05-21 01:27:00
1811,802,10,0.012468828,1,0,2021-05-21 01:37:00,2021-05-21 03:55:00
1812,163,25,0.153374233,0,0,2021-05-21 05:17:00,2021-05-21 05:20:00
1813,716,34,0.047486034,1,1,2021-05-21 06:15:00,2021-05-21 06:51:00
1814,894,268,0.299776286,1,1,2021-05-21 07:24:00,2021-05-21 07:56:00
1815,2277,70,0.030742205,1,1,2021-05-21 09:18:00,2021-05-21 10:40:00
1816,523,25,0.047801147,1,1,2021-05-21 13:20:00,2021-05-21 14:00:00
1817,640,34,0.053125,1,1,2021-05-21 16:26:00,2021-05-21 16:53:00
1818,21634,3010,0.139132846,1,1,2021-05-21 18:15:00,2021-05-22 00:22:00
1819,4970,296,0.059557344,0,0,2021-05-22 00:37:00,2021-05-22 04:09:00
1820,231,24,0.103896104,1,0,2021-05-22 04:43:00,2021-05-22 04:54:00
1821,57705,NA,NA,1,1,2020-01-01 00:09:00,2021-02-16 09:09:00
1822,1,0,0,0,0,2021-01-01 00:52:00,2021-01-01 00:52:00
1823,122,0,0,0,0,2021-01-01 02:37:00,2021-01-01 02:50:00
1824,2,0,0,0,0,2021-01-01 05:37:00,2021-01-01 05:37:00
1825,15,0,0,0,0,2021-01-01 09:16:00,2021-01-01 09:24:00
1826,1,0,0,0,0,2021-01-01 11:03:00,2021-01-01 11:03:00
1827,4,0,0,0,0,2021-01-01 11:23:00,2021-01-01 11:23:00
1828,52,1,0.019230769,1,0,2021-01-01 12:23:00,2021-01-01 12:39:00
1829,21,1,0.047619048,0,0,2021-01-01 12:56:00,2021-01-01 12:57:00
1830,81,1,0.012345679,1,1,2021-01-01 13:49:00,2021-01-01 13:53:00
1831,38,0,0,0,0,2021-01-01 14:12:00,2021-01-01 14:17:00
1832,154,0,0,0,0,2021-01-01 14:32:00,2021-01-01 14:54:00
1833,76,0,0,0,0,2021-01-01 15:18:00,2021-01-01 15:25:00
1834,51,0,0,0,0,2021-01-01 15:37:00,2021-01-01 15:40:00
1835,27,0,0,1,0,2021-01-01 15:52:00,2021-01-01 16:02:00
1836,8,0,0,1,0,2021-01-01 16:28:00,2021-01-01 16:30:00
1837,3,0,0,0,0,2021-01-01 16:59:00,2021-01-01 17:01:00
1838,581,5,0.008605852,1,1,2021-01-01 17:18:00,2021-01-01 18:27:00
1839,65,2,0.030769231,0,0,2021-01-01 18:38:00,2021-01-01 19:05:00
1840,2,0,0,0,0,2021-01-01 19:23:00,2021-01-01 19:23:00
1841,8,0,0,0,0,2021-01-01 21:12:00,2021-01-01 21:12:00
1842,12,1,0.083333333,0,0,2021-01-01 21:52:00,2021-01-01 21:58:00
1843,50,2,0.04,0,0,2021-01-01 22:50:00,2021-01-01 22:51:00
1844,1,0,0,0,0,2021-01-01 23:58:00,2021-01-01 23:58:00
1845,57,3,0.052631579,0,0,2021-01-02 01:58:00,2021-01-02 02:01:00
1846,106,0,0,0,0,2021-01-02 02:30:00,2021-01-02 03:13:00
1847,40,4,0.1,0,0,2021-01-02 04:07:00,2021-01-02 04:15:00
1848,3,0,0,0,0,2021-01-02 04:34:00,2021-01-02 04:35:00
1849,15,0,0,0,0,2021-01-02 05:14:00,2021-01-02 05:16:00
1850,1,0,0,0,0,2021-01-02 06:06:00,2021-01-02 06:06:00
1851,16,0,0,0,0,2021-01-02 06:46:00,2021-01-02 06:46:00
1852,2,0,0,1,1,2021-01-02 09:59:00,2021-01-02 09:59:00
1853,14,0,0,1,1,2021-01-02 12:03:00,2021-01-02 12:03:00
1854,28,0,0,1,0,2021-01-02 13:34:00,2021-01-02 13:35:00
1855,7,0,0,1,0,2021-01-02 14:48:00,2021-01-02 14:55:00
1856,9,0,0,0,0,2021-01-02 15:39:00,2021-01-02 15:49:00
1857,11,0,0,1,0,2021-01-02 16:36:00,2021-01-02 16:42:00
1858,1986,24,0.012084592,1,1,2021-01-02 18:21:00,2021-01-02 20:49:00
1859,18,0,0,0,0,2021-01-02 21:03:00,2021-01-02 21:18:00
1860,10,0,0,0,0,2021-01-02 21:33:00,2021-01-02 21:35:00
1861,23,0,0,0,0,2021-01-02 21:48:00,2021-01-02 21:48:00
1862,16,0,0,1,0,2021-01-02 22:01:00,2021-01-02 22:02:00
1863,13,0,0,0,0,2021-01-02 23:42:00,2021-01-02 23:47:00
1864,1,0,0,0,0,2021-01-03 00:01:00,2021-01-03 00:01:00
1865,34,1,0.029411765,0,0,2021-01-03 01:17:00,2021-01-03 01:29:00
1866,7,1,0.142857143,0,0,2021-01-03 03:10:00,2021-01-03 03:10:00
1867,117,9,0.076923077,0,0,2021-01-03 06:17:00,2021-01-03 06:28:00
1868,2,0,0,0,0,2021-01-03 06:52:00,2021-01-03 06:52:00
1869,6,0,0,0,0,2021-01-03 08:04:00,2021-01-03 08:05:00
1870,2,1,0.5,0,0,2021-01-03 08:41:00,2021-01-03 08:41:00
1871,6,0,0,0,0,2021-01-03 08:58:00,2021-01-03 08:59:00
1872,2,0,0,0,0,2021-01-03 11:07:00,2021-01-03 11:07:00
1873,1,0,0,0,0,2021-01-03 11:50:00,2021-01-03 11:50:00
1874,24,0,0,0,0,2021-01-03 12:40:00,2021-01-03 12:41:00
1875,1,0,0,0,0,2021-01-03 13:31:00,2021-01-03 13:31:00
1876,43,0,0,0,0,2021-01-03 13:51:00,2021-01-03 13:57:00
1877,139,5,0.035971223,0,0,2021-01-03 15:08:00,2021-01-03 15:23:00
1878,39,0,0,1,0,2021-01-03 15:46:00,2021-01-03 16:01:00
1879,3,0,0,0,0,2021-01-03 16:40:00,2021-01-03 16:44:00
1880,8,0,0,1,0,2021-01-03 17:16:00,2021-01-03 17:17:00
1881,8,0,0,1,0,2021-01-03 17:28:00,2021-01-03 17:33:00
1882,8,0,0,0,0,2021-01-03 19:17:00,2021-01-03 19:21:00
1883,162,7,0.043209877,0,0,2021-01-03 19:46:00,2021-01-03 20:03:00
1884,48,0,0,0,0,2021-01-03 20:20:00,2021-01-03 20:27:00
1885,2,0,0,0,0,2021-01-03 20:38:00,2021-01-03 20:41:00
1886,156,2,0.012820513,0,0,2021-01-03 21:17:00,2021-01-03 21:39:00
1887,1,0,0,0,0,2021-01-03 22:15:00,2021-01-03 22:15:00
1888,103,0,0,0,0,2021-01-03 23:03:00,2021-01-03 23:40:00
1889,4,0,0,0,0,2021-01-04 00:27:00,2021-01-04 00:28:00
1890,4,0,0,0,0,2021-01-04 01:25:00,2021-01-04 01:31:00
1891,2,0,0,1,0,2021-01-04 04:06:00,2021-01-04 04:06:00
1892,67,2,0.029850746,0,0,2021-01-04 06:13:00,2021-01-04 06:20:00
1893,11,0,0,0,0,2021-01-04 06:31:00,2021-01-04 06:36:00
1894,107,5,0.046728972,0,0,2021-01-04 13:49:00,2021-01-04 13:51:00
1895,7,1,0.142857143,0,0,2021-01-04 15:51:00,2021-01-04 15:54:00
1896,3,0,0,0,0,2021-01-04 16:18:00,2021-01-04 16:20:00
1897,57,5,0.087719298,1,1,2021-01-04 17:15:00,2021-01-04 17:21:00
1898,8,0,0,0,0,2021-01-04 17:51:00,2021-01-04 17:59:00
1899,183,1,0.005464481,0,0,2021-01-04 19:00:00,2021-01-04 19:47:00
1900,202,6,0.02970297,1,1,2021-01-04 21:46:00,2021-01-04 22:02:00
1901,6,0,0,0,0,2021-01-04 23:12:00,2021-01-04 23:14:00
1902,62,3,0.048387097,0,0,2021-01-04 23:55:00,2021-01-05 00:10:00
1903,5,0,0,0,0,2021-01-05 02:52:00,2021-01-05 02:53:00
1904,2,0,0,0,0,2021-01-05 07:30:00,2021-01-05 07:31:00
1905,6,1,0.166666667,0,0,2021-01-05 13:20:00,2021-01-05 13:20:00
1906,148,6,0.040540541,0,0,2021-01-05 16:17:00,2021-01-05 16:52:00
1907,59,4,0.06779661,1,0,2021-01-05 17:04:00,2021-01-05 17:44:00
1908,8,0,0,0,0,2021-01-05 19:08:00,2021-01-05 19:12:00
1909,80,8,0.1,0,0,2021-01-05 21:13:00,2021-01-05 21:18:00
1910,1,0,0,1,0,2021-01-05 21:43:00,2021-01-05 21:43:00
1911,15,0,0,0,0,2021-01-05 23:23:00,2021-01-05 23:25:00
1912,14,0,0,0,0,2021-01-06 00:31:00,2021-01-06 00:33:00
1913,839,245,0.292014303,0,0,2021-01-06 01:25:00,2021-01-06 02:37:00
1914,3,0,0,0,0,2021-01-06 03:26:00,2021-01-06 03:34:00
1915,3,0,0,0,0,2021-01-06 04:03:00,2021-01-06 04:04:00
1916,10,0,0,0,0,2021-01-06 06:50:00,2021-01-06 06:58:00
1917,12,0,0,0,0,2021-01-06 07:18:00,2021-01-06 07:19:00
1918,1,0,0,0,0,2021-01-06 10:02:00,2021-01-06 10:02:00
1919,8,0,0,0,0,2021-01-06 14:20:00,2021-01-06 14:22:00
1920,1,0,0,0,0,2021-01-06 14:57:00,2021-01-06 14:57:00
1921,12,0,0,1,0,2021-01-06 15:36:00,2021-01-06 15:36:00
1922,3,0,0,0,0,2021-01-06 16:08:00,2021-01-06 16:09:00
1923,10,0,0,0,0,2021-01-06 17:32:00,2021-01-06 17:33:00
1924,23,0,0,0,0,2021-01-06 20:00:00,2021-01-06 20:23:00
1925,4,0,0,1,0,2021-01-06 21:25:00,2021-01-06 21:25:00
1926,4,0,0,0,0,2021-01-06 21:46:00,2021-01-06 21:46:00
1927,535,13,0.024299065,1,1,2021-01-06 22:09:00,2021-01-06 23:51:00
1928,168,2,0.011904762,1,0,2021-01-07 01:30:00,2021-01-07 02:24:00
1929,454,15,0.033039648,0,0,2021-01-07 02:35:00,2021-01-07 03:51:00
1930,2,0,0,0,0,2021-01-07 04:18:00,2021-01-07 04:18:00
1931,5,0,0,0,0,2021-01-07 05:31:00,2021-01-07 05:34:00
1932,1,0,0,0,0,2021-01-07 09:16:00,2021-01-07 09:16:00
1933,1,0,0,0,0,2021-01-07 16:06:00,2021-01-07 16:06:00
1934,10,0,0,0,0,2021-01-07 16:20:00,2021-01-07 16:21:00
1935,21,0,0,0,0,2021-01-07 17:55:00,2021-01-07 18:00:00
1936,13,1,0.076923077,0,0,2021-01-07 21:10:00,2021-01-07 21:11:00
1937,62,0,0,0,0,2021-01-07 21:36:00,2021-01-07 21:40:00
1938,5,0,0,0,0,2021-01-07 22:20:00,2021-01-07 22:20:00
1939,254,7,0.027559055,0,0,2021-01-07 22:43:00,2021-01-07 23:08:00
1940,56,1,0.017857143,0,0,2021-01-08 00:09:00,2021-01-08 00:28:00
1941,29,0,0,0,0,2021-01-08 00:52:00,2021-01-08 00:54:00
1942,97,4,0.041237113,0,0,2021-01-08 02:18:00,2021-01-08 02:31:00
1943,52,0,0,0,0,2021-01-08 02:41:00,2021-01-08 02:48:00
1944,2,0,0,1,1,2021-01-08 03:21:00,2021-01-08 03:21:00
1945,1,0,0,0,0,2021-01-08 03:43:00,2021-01-08 03:43:00
1946,6,0,0,0,0,2021-01-08 04:19:00,2021-01-08 04:26:00
1947,51,1,0.019607843,0,0,2021-01-08 04:39:00,2021-01-08 05:18:00
1948,27,0,0,1,1,2021-01-08 13:27:00,2021-01-08 13:31:00
1949,54,1,0.018518519,1,0,2021-01-08 15:44:00,2021-01-08 15:56:00
1950,4,0,0,0,0,2021-01-08 16:28:00,2021-01-08 16:31:00
1951,5,0,0,0,0,2021-01-08 16:44:00,2021-01-08 16:47:00
1952,21,0,0,0,0,2021-01-08 17:05:00,2021-01-08 17:12:00
1953,43,4,0.093023256,0,0,2021-01-08 17:48:00,2021-01-08 17:52:00
1954,1,0,0,0,0,2021-01-08 18:03:00,2021-01-08 18:03:00
1955,2,0,0,0,0,2021-01-08 18:22:00,2021-01-08 18:23:00
1956,3,0,0,0,0,2021-01-08 18:57:00,2021-01-08 18:59:00
1957,28,0,0,0,0,2021-01-08 20:40:00,2021-01-08 20:48:00
1958,22,1,0.045454545,0,0,2021-01-08 21:14:00,2021-01-08 21:15:00
1959,668,34,0.050898204,0,0,2021-01-08 22:28:00,2021-01-08 23:18:00
1960,371,2,0.005390836,0,0,2021-01-09 00:05:00,2021-01-09 00:44:00
1961,568,22,0.038732394,0,0,2021-01-09 01:11:00,2021-01-09 02:37:00
1962,8,0,0,0,0,2021-01-09 03:57:00,2021-01-09 04:04:00
1963,58,1,0.017241379,0,0,2021-01-09 05:13:00,2021-01-09 05:41:00
1964,88,3,0.034090909,0,0,2021-01-09 18:19:00,2021-01-09 18:23:00
1965,133,2,0.015037594,0,0,2021-01-09 18:34:00,2021-01-09 19:20:00
1966,42,3,0.071428571,0,0,2021-01-09 20:22:00,2021-01-09 20:41:00
1967,784,45,0.057397959,0,0,2021-01-09 21:50:00,2021-01-09 22:40:00
1968,16,0,0,0,0,2021-01-09 23:52:00,2021-01-09 23:56:00
1969,157,1,0.006369427,0,0,2021-01-10 00:15:00,2021-01-10 00:37:00
1970,36,0,0,0,0,2021-01-10 03:53:00,2021-01-10 04:11:00
1971,140,2,0.014285714,0,0,2021-01-10 04:22:00,2021-01-10 05:26:00
1972,31,1,0.032258065,0,0,2021-01-10 06:18:00,2021-01-10 06:18:00
1973,1,0,0,0,0,2021-01-10 08:05:00,2021-01-10 08:05:00
1974,83,15,0.180722892,1,1,2021-01-10 16:13:00,2021-01-10 16:19:00
1975,4,0,0,0,0,2021-01-10 16:54:00,2021-01-10 16:58:00
1976,38,1,0.026315789,0,0,2021-01-10 17:10:00,2021-01-10 17:19:00
1977,145,14,0.096551724,0,0,2021-01-10 17:53:00,2021-01-10 17:59:00
1978,1,0,0,0,0,2021-01-10 18:26:00,2021-01-10 18:26:00
1979,17,0,0,0,0,2021-01-10 20:54:00,2021-01-10 20:55:00
1980,3,1,0.333333333,0,0,2021-01-10 21:57:00,2021-01-10 21:57:00
1981,1,0,0,0,0,2021-01-10 22:52:00,2021-01-10 22:52:00
1982,299,98,0.327759197,0,0,2021-01-11 01:37:00,2021-01-11 01:55:00
1983,133,6,0.045112782,0,0,2021-01-11 02:23:00,2021-01-11 02:36:00
1984,50,0,0,0,0,2021-01-11 03:22:00,2021-01-11 03:26:00
1985,1086,42,0.038674033,0,0,2021-01-11 04:02:00,2021-01-11 05:19:00
1986,13,0,0,0,0,2021-01-11 10:41:00,2021-01-11 10:44:00
1987,2,0,0,0,0,2021-01-11 10:55:00,2021-01-11 10:55:00
1988,111,9,0.081081081,1,0,2021-01-11 15:08:00,2021-01-11 15:15:00
1989,497,47,0.094567404,0,0,2021-01-11 16:51:00,2021-01-11 17:40:00
1990,99,0,0,0,0,2021-01-11 17:52:00,2021-01-11 18:02:00
1991,142,5,0.035211268,0,0,2021-01-11 18:29:00,2021-01-11 19:15:00
1992,2,0,0,0,0,2021-01-11 19:33:00,2021-01-11 19:33:00
1993,110,3,0.027272727,0,0,2021-01-11 20:00:00,2021-01-11 20:07:00
1994,73,1,0.01369863,0,0,2021-01-11 20:34:00,2021-01-11 20:38:00
1995,82,3,0.036585366,0,0,2021-01-11 23:51:00,2021-01-11 23:52:00
1996,132,18,0.136363636,0,0,2021-01-12 00:05:00,2021-01-12 00:06:00
1997,13,0,0,0,0,2021-01-12 06:50:00,2021-01-12 06:50:00
1998,1,0,0,0,0,2021-01-12 14:39:00,2021-01-12 14:39:00
1999,3,0,0,0,0,2021-01-12 19:55:00,2021-01-12 19:55:00
2000,24,10,0.416666667,1,0,2021-01-12 21:05:00,2021-01-12 21:16:00
2001,2,0,0,0,0,2021-01-12 22:01:00,2021-01-12 22:01:00
2002,125,10,0.08,0,0,2021-01-12 23:46:00,2021-01-12 23:57:00
2003,5,0,0,0,0,2021-01-13 00:08:00,2021-01-13 00:10:00
2004,169,2,0.01183432,0,0,2021-01-13 00:46:00,2021-01-13 01:12:00
2005,29,0,0,0,0,2021-01-13 01:25:00,2021-01-13 01:30:00
2006,27,0,0,0,0,2021-01-13 01:45:00,2021-01-13 01:50:00
2007,63,1,0.015873016,0,0,2021-01-13 02:25:00,2021-01-13 02:38:00
2008,154,37,0.24025974,0,0,2021-01-13 03:19:00,2021-01-13 03:31:00
2009,9,0,0,0,0,2021-01-13 03:52:00,2021-01-13 03:58:00
2010,3,0,0,0,0,2021-01-13 04:40:00,2021-01-13 04:40:00
2011,164,1,0.006097561,1,1,2021-01-13 05:04:00,2021-01-13 05:14:00
2012,35,0,0,0,0,2021-01-13 13:58:00,2021-01-13 14:05:00
2013,336,2,0.005952381,1,0,2021-01-13 17:19:00,2021-01-13 17:55:00
2014,8,1,0.125,0,0,2021-01-13 18:59:00,2021-01-13 19:00:00
2015,110,7,0.063636364,0,0,2021-01-13 20:25:00,2021-01-13 20:27:00
2016,10,0,0,0,0,2021-01-13 23:18:00,2021-01-13 23:19:00
2017,18,1,0.055555556,0,0,2021-01-14 02:50:00,2021-01-14 02:51:00
2018,13,0,0,0,0,2021-01-14 05:06:00,2021-01-14 05:06:00
2019,3,0,0,0,0,2021-01-14 07:34:00,2021-01-14 07:35:00
2020,1,0,0,1,0,2021-01-14 09:06:00,2021-01-14 09:06:00
2021,1,0,0,0,0,2021-01-14 13:53:00,2021-01-14 13:53:00
2022,143,1,0.006993007,0,0,2021-01-14 17:07:00,2021-01-14 17:23:00
2023,6,0,0,0,0,2021-01-14 18:40:00,2021-01-14 18:41:00
2024,11,0,0,0,0,2021-01-14 18:52:00,2021-01-14 18:54:00
2025,183,90,0.491803279,0,0,2021-01-14 19:14:00,2021-01-14 19:34:00
2026,3,1,0.333333333,0,0,2021-01-14 19:45:00,2021-01-14 19:45:00
2027,107,1,0.009345794,0,0,2021-01-14 19:56:00,2021-01-14 20:18:00
2028,34,0,0,0,0,2021-01-14 20:29:00,2021-01-14 20:36:00
2029,181,29,0.160220994,0,0,2021-01-14 21:37:00,2021-01-14 21:48:00
2030,7,0,0,0,0,2021-01-14 21:59:00,2021-01-14 22:07:00
2031,115,19,0.165217391,0,0,2021-01-14 22:42:00,2021-01-14 22:45:00
2032,7,0,0,0,0,2021-01-14 22:58:00,2021-01-14 23:04:00
2033,16,0,0,0,0,2021-01-14 23:24:00,2021-01-14 23:27:00
2034,81,0,0,0,0,2021-01-15 00:12:00,2021-01-15 00:19:00
2035,5,0,0,0,0,2021-01-15 00:36:00,2021-01-15 00:37:00
2036,19,1,0.052631579,0,0,2021-01-15 01:23:00,2021-01-15 01:26:00
2037,4,0,0,0,0,2021-01-15 07:02:00,2021-01-15 07:02:00
2038,47,0,0,0,0,2021-01-15 11:06:00,2021-01-15 11:06:00
2039,6,0,0,0,0,2021-01-15 17:10:00,2021-01-15 17:16:00
2040,311,4,0.012861736,1,0,2021-01-15 19:47:00,2021-01-15 19:52:00
2041,9,0,0,0,0,2021-01-15 20:08:00,2021-01-15 20:09:00
2042,26,0,0,0,0,2021-01-15 21:32:00,2021-01-15 21:33:00
2043,115,7,0.060869565,0,0,2021-01-15 21:51:00,2021-01-15 22:08:00
2044,272,8,0.029411765,0,0,2021-01-15 22:24:00,2021-01-15 23:01:00
2045,5,0,0,0,0,2021-01-15 23:50:00,2021-01-15 23:52:00
2046,1,0,0,0,0,2021-01-16 00:43:00,2021-01-16 00:43:00
2047,1,0,0,0,0,2021-01-16 01:32:00,2021-01-16 01:32:00
2048,186,134,0.720430108,0,0,2021-01-16 02:01:00,2021-01-16 02:01:00
2049,47,41,0.872340426,0,0,2021-01-16 02:36:00,2021-01-16 02:41:00
2050,99,2,0.02020202,0,0,2021-01-16 15:04:00,2021-01-16 15:08:00
2051,40,0,0,0,0,2021-01-16 16:31:00,2021-01-16 16:44:00
2052,29,0,0,0,0,2021-01-16 17:01:00,2021-01-16 17:03:00
2053,271,11,0.040590406,0,0,2021-01-16 19:19:00,2021-01-16 19:59:00
2054,132,2,0.015151515,0,0,2021-01-16 20:39:00,2021-01-16 21:00:00
2055,13,0,0,0,0,2021-01-16 21:26:00,2021-01-16 21:36:00
2056,1,0,0,0,0,2021-01-16 22:25:00,2021-01-16 22:25:00
2057,102,0,0,0,0,2021-01-16 23:26:00,2021-01-16 23:47:00
2058,101,7,0.069306931,0,0,2021-01-17 00:22:00,2021-01-17 00:36:00
2059,99,4,0.04040404,0,0,2021-01-17 02:41:00,2021-01-17 02:43:00
2060,5,0,0,0,0,2021-01-17 03:08:00,2021-01-17 03:08:00
2061,9,1,0.111111111,0,0,2021-01-17 03:59:00,2021-01-17 04:00:00
